name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Piattini",piattini,restaurant,boston,,,info@piattini.com,(617) 536-2020,https://www.piattini.com/,domain_guess
"China Pearl Restaurants",chinapearlrestaurants,restaurant,boston,,,info@chinapearlrestaurants.com,(617) 426-4338,http://www.chinapearlrestaurants.com/,domain_guess
"27 Subject Line Ideas for Your Restaurant Emails",27subjectlineideasforyourrestaurantemail,deli,boston,,,info@yvonnesboston.com,(617) 267-0047,http://www.yvonnesboston.com/,domain_guess
"Reunion",reunion,restaurant,boston,,,info@reunionbbqboston.com,(857) 317-2979,https://reunionbbqboston.com/?utm_source=google,domain_guess
"The Fig Tree Restaurant",thefigtreerestaurant,restaurant,charlotte,,,sara@charlottefigtree.com,(704) 332-3322,http://www.charlottefigtree.com/,website_scrape
"Coquette",coquette,restaurant,charlotte,,,info@coquetteclt.com,(704) 705-2224,http://www.coquetteclt.com/,domain_guess
"Fahrenheit Charlotte",fahrenheitcharlotte,restaurant,charlotte,,,info@fahrenheitrestaurants.com,(980) 237-6718,https://fahrenheitrestaurants.com/,domain_guess
"RH Rooftop Restaurant at RH Charlotte",rhrooftoprestaurantatrhcharlotte,restaurant,charlotte,,,CHARLOTTE@RH.COM,(704) 790-4970,http://www.rh.com/charlotte/restaurant,website_scrape
"Supperland",supperland,restaurant,charlotte,,,info@supper.land,(704) 817-7514,http://supper.land/,domain_guess
"Haberdish",haberdish,restaurant,charlotte,,,haberdish@icloud.com,(704) 817-1084,http://haberdish.com/,website_scrape
"Oh My Soul",ohmysoul,restaurant,charlotte,,,INFO@OHMYSOULUSA.COM,(980) 236-8531,https://www.ohmysoulusa.com/,website_scrape
"The Ugly",theugly,restaurant,charlotte,,,,,,
"Artisan’s Palate",artisanspalate,restaurant,charlotte,,,info@theartisanpalate.com,(980) 209-9168,https://www.theartisanpalate.com/,website_scrape
"Ever Andalo",everandalo,restaurant,charlotte,,,everandalo@icloud.com,(704) 910-6543,http://everandalo.com/,website_scrape
"Culinary Dropout",culinarydropout,restaurant,charlotte,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"Sixty Vines",sixtyvines,restaurant,charlotte,,,reston@sixtyvines.com,(980) 296-0381,http://www.sixtyvines.com/,website_scrape
"Chapter 6",chapter6,restaurant,charlotte,,,example@mysite.com,(704) 937-5757,https://www.chaptersixclt.com/,website_scrape
"North Italia",northitalia,restaurant,charlotte,,,info@northitalia.com,(980) 279-8900,https://www.northitalia.com/locations/charlotte-nc/,domain_guess
"PARA Charlotte",paracharlotte,restaurant,charlotte,,,info@paraclt.com,(704) 812-7295,http://www.paraclt.com/,website_scrape
"South End Eats",southendeats,restaurant,charlotte,,,info@southendeatsnc.com,,https://southendeatsnc.com/,domain_guess
"Lexington Barbecue",lexingtonbarbecue,bbq,charlotte,,,user@domain.com,(336) 249-9814,http://www.lexbbq.com/,website_scrape
"The Workman’s Friend",theworkmansfriend,restaurant,charlotte,,,info@theworkmansfriend.com,(980) 224-8234,https://theworkmansfriend.com/,website_scrape
"DTR Plaza Midwood",dtrplazamidwood,restaurant,charlotte,,,hello@email.com,(704) 343-8598,http://www.dilworthtr.com/,website_scrape
"Painted Rooster",paintedrooster,restaurant,charlotte,,,info@bigpaintedrooster.com,(704) 332-3663,http://www.bigpaintedrooster.com/,domain_guess
"Mezzo Market",mezzomarket,restaurant,charlotte,,,info@mezzomarketclt.com,(704) 595-3273,https://mezzomarketclt.com/,website_scrape
"Que Onda - Plaza Midwood",queonda-plazamidwood,restaurant,charlotte,,,hola@queondatacos.com,(704) 910-0786,http://queondatacos.com/,website_scrape
"Ruby Sunshine",rubysunshine,restaurant,charlotte,,,catering@rubybrunch.com,(980) 273-1231,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,website_scrape
"Cafe Monte French Bakery and Bistro",cafemontefrenchbakeryandbistro,cafe,charlotte,,,info@cafemonte.net,(704) 552-1116,https://cafemonte.net/,website_scrape
"Home - Joa Korean Food - Korean Restaurant in NC",home-joakoreanfood-koreanrestaurantinnc,korean,charlotte,,,info@joakoreanfood.com,(980) 265-1110,http://joakoreanfood.com/,domain_guess
"The Corner Pub – Uptown Charlotte Bar & Restaurant",thecornerpubuptowncharlottebarrestaurant,restaurant,charlotte,,,info@cornerpubcharlotte.com,(704) 376-2720,http://cornerpubcharlotte.com/,domain_guess
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,charlotte,,,,,,
"Is restaurant membership just a fad or here to stay?",isrestaurantmembershipjustafadorheretost,restaurant,charlotte,,,,,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,charlotte,,,,,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,charlotte,,,user@domain.com,(704) 919-1919,http://www.confusionloso.com/,website_scrape
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,charlotte,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,charlotte,,,user@domain.com,(980) 549-1999,https://restaurantconstance.com/,website_scrape
"Home - BINKI CAFE CHARLOTTE",home-binkicafecharlotte,cafe,charlotte,,,info@menufy.com,(980) 859-2002,https://binkicafe.menufy.com/order,website_scrape
"The Crab Cracker - Charlotte, NC 28213 (Menu & Order Online)",thecrabcracker-charlottenc28213menuorder,seafood,charlotte,,,info@crabcrackernc.com,(980) 335-0366,https://www.crabcrackernc.com/,domain_guess
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,charlotte,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,charlotte,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Sushi Machi",sushimachi,japanese,charlotte,,,info@sushi-machi.getbento.com,(980) 418-7174,https://sushi-machi.getbento.com/,domain_guess
"La Belle Helene",labellehelene,restaurant,charlotte,,,info@labellehelenerestaurant.com,(704) 445-4611,http://www.labellehelenerestaurant.com/,domain_guess
"LUMIÈRE",lumire,restaurant,charlotte,,,,,,
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,charlotte,,,info@southendeatsnc.com,,https://southendeatsnc.com/,domain_guess
"Girl & The Goat",girlthegoat,restaurant,chicago,,,info@girlandthegoat.com,(312) 492-6262,http://www.girlandthegoat.com/,domain_guess
"River Roast",riverroast,cafe,chicago,,,you@email.com,(312) 822-0100,https://www.riverroastchicago.com/,website_scrape
"The Dearborn",thedearborn,restaurant,chicago,,,info@thedearborntavern.com,(312) 384-1242,http://www.thedearborntavern.com/,domain_guess
"The Purple Pig Restaurant",thepurplepigrestaurant,restaurant,chicago,,,info@thepurplepigchicago.com,(312) 464-1744,https://thepurplepigchicago.com/,website_scrape
"Elephant & Castle",elephantcastle,restaurant,chicago,,,info@elephantcastle.com,(312) 345-1710,https://www.elephantcastle.com/en/locations/il/chicago/185-north-wabash-avenue,domain_guess
"Carnivale Chicago",carnivalechicago,restaurant,chicago,,,info@carnivalechicago.com,(312) 850-5005,https://www.carnivalechicago.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,domain_guess
"Beatnik On The River",beatnikontheriver,restaurant,chicago,,,info@beatnikontheriver.com,(312) 526-3345,http://beatnikontheriver.com/,website_scrape
"Quartino Ristorante",quartinoristorante,italian,chicago,,,qevents@grgmc.com,(312) 698-5000,https://quartinoristorante.com/,website_scrape
"Pizzeria Portofino",pizzeriaportofino,pizza,chicago,,,portofinoparties@lettuce.com,(312) 900-9018,http://pizzeriaportofino.com/,website_scrape
"Spacca Napoli Pizzeria",spaccanapolipizzeria,pizza,chicago,,,eat@spaccanapolipizzeria.com,(773) 878-2420,http://www.spaccanapolipizzeria.com/,website_scrape
"Elia Chicago",eliachicago,restaurant,chicago,,,contact@eliachicago.com,(773) 770-3658,http://eliachicago.com/,website_scrape
"Ina Mae",inamae,restaurant,chicago,,,mark@pioneertaverngroup.com,(773) 360-8320,https://www.inamaetavern.com/,website_scrape
"Amaru",amaru,restaurant,chicago,,,info@amaruchicago.com,(773) 687-9790,http://amaruchicago.com/,website_scrape
"Piece Pizzeria and Brewery",piecepizzeriaandbrewery,pizza,chicago,,,admin@piecechicago.com,(773) 772-4422,http://www.piecechicago.com/,website_scrape
"Cafe Robey",caferobey,cafe,chicago,,,events@therobey.com,(872) 315-3084,https://www.caferobey.com/,website_scrape
"Summer House Santa Monica",summerhousesantamonica,restaurant,chicago,,,info@summerhouserestaurants.com,(773) 634-4100,https://www.summerhouserestaurants.com/?utm_source=google&utm_medium=social&utm_campaign=SHSMLP-GBiz,domain_guess
"Boka",boka,restaurant,chicago,,,info@bokachicago.com,(312) 337-6070,http://www.bokachicago.com/,website_scrape
"Blue Door Farm Stand",bluedoorfarmstand,restaurant,chicago,,,user@domain.com,(773) 935-2583,https://bluedoorfarmstand.com/,website_scrape
"North Pond",northpond,restaurant,chicago,,,manager@northpondrestaurant.com,(773) 477-5845,http://www.northpondrestaurant.com/,website_scrape
"Mon Ami Gabi",monamigabi,restaurant,chicago,,,info@monamigabi.com,(773) 348-8886,https://www.monamigabi.com/?utm_source=google&utm_medium=social&utm_campaign=MAGLP-GBiz,domain_guess
"Armitage Alehouse",armitagealehouse,restaurant,chicago,,,user@domain.com,(773) 270-6402,https://armitagealehouse.com/,website_scrape
"Willow Room",willowroom,restaurant,chicago,,,info@willowroomchicago.com,(312) 982-2151,http://willowroomchicago.com/,website_scrape
"Aba",aba,restaurant,chicago,,,AbaAustinCS@lettuce.com,(737) 273-0199,https://www.abarestaurants.com/austin/,website_scrape
"Caroline",caroline,restaurant,chicago,,,forms@tambourine.com,(512) 982-6766,http://www.carolinerestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,website_scrape
"Two Hands",twohands,restaurant,chicago,,,info@twohandsus.com,(331) 300-2138,https://www.twohandsus.com/,domain_guess
"Magnolia Cafe",magnoliacafe,cafe,chicago,,,user@domain.com,(512) 445-0000,http://magnoliacafeaustin.com/,website_scrape
"Josephine House",josephinehouse,restaurant,chicago,,,events@josephineofaustin.com,(512) 503-8033,http://josephineofaustin.com/,website_scrape
"Day Maker Half Day Cafe",daymakerhalfdaycafe,cafe,chicago,,,info@daymakeratx.com,(512) 677-6338,https://daymakeratx.com/,domain_guess
"Café No Sé",cafnos,cafe,chicago,,,info@cafenoseaustin.com,(512) 942-2061,https://cafenoseaustin.com/,website_scrape
"Costera Cocina Tulum",costera-cocina-tulum,restaurant,chicago,,,info@costeracocina.com,(312) 300-0774,https://www.costeracocina.com/,website_scrape
"Mercadito",mercadito,restaurant,chicago,,,management@mercaditorivernorth.com,(312) 329-9555,https://www.mercaditorivernorth.com/,website_scrape
"Casa Tulum",casatulum,restaurant,chicago,,,casatulumm@gmail.com,(773) 759-1429,https://www.casatulumchicago.com/,website_scrape
"Momento Cantina",momentocantina,restaurant,chicago,,,user@domain.com,(312) 363-3136,https://www.momentocantina.com/,website_scrape
"Matilda Restaurant",matildarestaurant,restaurant,chicago,,,matildainfo@exodohospitality.com,(312) 754-0092,http://www.matildachicago.com/,website_scrape
"La Luna",laluna,restaurant,chicago,,,info@lalunachicago.com,(312) 248-8957,https://www.lalunachicago.com/,website_scrape
"Green Street Smoked Meats",greenstreetsmokedmeats,bbq,chicago,,,user@domain.com,(312) 754-0431,https://greenstreetmeats.com/,website_scrape
"Smoque BBQ",smoquebbq,bbq,chicago,,,info@smoquebbq.com,(773) 545-7427,http://www.smoquebbq.com/,website_scrape
"Bub City",bubcity,restaurant,chicago,,,info@bub-city.com,(312) 610-4200,http://www.bub-city.com/,domain_guess
"Chubby Cattle BBQ | Chicago",chubbycattlebbqchicago,bbq,chicago,,,info@chubbycattle.com,(464) 242-1735,https://www.chubbycattle.com/project/chubby-cattle-chicago/,domain_guess
"Offset BBQ",offsetbbq,bbq,chicago,,,user@domain.com,(773) 360-7753,http://www.offsetbbq.com/,website_scrape
"Chicago Q",chicagoq,restaurant,chicago,,,TrishaH@Latsko.com,(312) 642-1160,https://chicagoqrestaurant.com/,website_scrape
"Union",union,restaurant,chicago,,,user@domain.com,(773) 697-7788,https://www.unionlogansquare.com/,website_scrape
"Fuego Logan Square",fuegologansquare,restaurant,chicago,,,fuegologansquare@gmail.com,(773) 342-4999,http://www.fuegologansquare.com/,website_scrape
"Scofflaw",scofflaw,restaurant,chicago,,,user@domain.com,(773) 252-9700,https://scofflawchicago.com/,website_scrape
"Gretel",gretel,restaurant,chicago,,,info@gretelchicago.com,(773) 770-3427,http://www.gretelchicago.com/,website_scrape
"Daisies",daisies,restaurant,chicago,,,info@daisieschicago.com,(773) 697-9443,https://www.daisieschicago.com/,website_scrape
"Table, Donkey and Stick",tabledonkeyandstick,restaurant,chicago,,,info@giovannistable.com,(512) 386-1155,https://giovannistable.com/,domain_guess
"The Duplex",theduplex,restaurant,chicago,,,info@theduplexchicago.com,(773) 923-0353,https://theduplexchicago.com/,domain_guess
"Lula Cafe",lulacafe,cafe,chicago,,,vanessa@monacreative.com,(773) 489-9554,http://lulacafe.com/,website_scrape
"The Whale",thewhale,restaurant,chicago,,,info@thewhalechicago.com,(773) 825-2900,http://thewhalechicago.com/,website_scrape
"Longman & Eagle",longmaneagle,restaurant,chicago,,,user@domain.com,(773) 276-7110,http://www.longmanandeagle.com/,website_scrape
"RAMEN-SAN",ramen-san,japanese,chicago,,,info@ramensan.com,(312) 377-9950,http://www.ramensan.com/,domain_guess
"RPM Seafood",rpmseafood,seafood,chicago,,,info@rpmrestaurants.com,(312) 900-9035,http://rpmrestaurants.com/rpm-seafood/,domain_guess
"Obélix",oblix,restaurant,chicago,,,user@domain.com,(312) 877-5348,http://obelixchicago.com/,website_scrape
"The Izakaya",theizakaya,japanese,chicago,,,info@momotarochicago.com,(312) 733-4818,https://www.momotarochicago.com/izakaya,website_scrape
"The Oakville Grill & Cellar",theoakvillegrillcellar,restaurant,chicago,,,info@theoakville.com,(773) 309-2300,https://www.theoakville.com/?utm_source=google&utm_medium=social&utm_campaign=OAK-GBiz,domain_guess
"Monteverde Restaurant & Pastificio",monteverderestaurantpastificio,restaurant,chicago,,,teammv@monteverdechicago.com,(312) 888-3041,http://monteverdechicago.com/,website_scrape
"The Publican",thepublican,restaurant,chicago,,,jennabrandt@oneoffhospitality.com,(312) 733-9555,http://thepublicanrestaurant.com/,website_scrape
"The VIG West Loop",thevigwestloop,restaurant,chicago,,,info@TheVIGWestLoop.com,(312) 754-0993,https://www.thevigwestloop.com/,website_scrape
"Duck Duck Goat",duckduckgoat,restaurant,chicago,,,info@duckduckgoatchicago.com,(312) 902-3825,https://duckduckgoatchicago.com/,website_scrape
"La Serre",laserre,restaurant,chicago,,,info@dinelaserre.com,(312) 500-1128,http://www.dinelaserre.com/,domain_guess
"Rubi’s Tacos",rubistacos,mexican,chicago,,,info@rubischicago.com,(773) 318-9526,https://rubischicago.com/,domain_guess
"La Vaca Margarita Bar",lavacamargaritabar,restaurant,chicago,,,info@lavacamargaritabar.com,(312) 829-1147,https://www.lavacamargaritabar.com/,domain_guess
"Ramen Wasabi - Logan Square",ramenwasabi-logansquare,japanese,chicago,,,info@wasabichicago.com,(773) 227-8180,http://www.wasabichicago.com/,website_scrape
"High Five Ramen",highfiveramen,japanese,chicago,,,user@domain.com,(312) 344-1749,https://highfiveramen.com/,website_scrape
"Birdman Ramen",birdmanramen,japanese,chicago,,,user@domain.com,(312) 579-4459,https://birdman-ramen.com/,website_scrape
"CHICAGO RAMEN",chicagoramen,japanese,chicago,,,info@ramensan.com,(312) 377-9950,http://www.ramensan.com/,domain_guess
"Kyuramen x TBaar - Downtown Chicago",kyuramenxtbaar-downtownchicago,japanese,chicago,,,info@kyuramen.com,(312) 877-5365,http://www.kyuramen.com/,domain_guess
"MIKAMI IZAKAYA & RAMEN",mikamiizakayaramen,japanese,chicago,,,mikamichicago@gmail.com,(312) 763-8132,http://mikamichicago.com/,website_scrape
"Ramen-San Lincoln Park",ramen-sanlincolnpark,japanese,chicago,,,info@ramensan.com,(773) 248-3000,https://www.ramensan.com/,domain_guess
"RAMEN-SAN Deluxe",ramen-sandeluxe,japanese,chicago,,,info@ramensan.com,(312) 767-4075,http://ramensan.com/,domain_guess
"India House Restaurant Chicago",indiahouserestaurantchicago,restaurant,chicago,,,info@indiahouserestaurants.com,(312) 645-9500,https://indiahouserestaurants.com/?utm_source=google,domain_guess
"Indian Garden Restaurant",indiangardenrestaurant,indian,chicago,,,anu@indiangardenchicago.com,(312) 280-4910,https://indiangardenchicago.com/,website_scrape
"Maharaj Indian Grill",maharajindiangrill,indian,chicago,,,maharajgrill@gmail.com,(312) 877-5376,http://www.maharajindiangrill.com/,website_scrape
"Chicago Curry House - Indian - Nepali Cuisine.",chicagocurryhouse-indian-nepalicuisine,indian,chicago,,,chicurryhouse@gmail.com,(312) 362-9999,http://curryhouseonline.com/,website_scrape
"Indienne",indienne,restaurant,chicago,,,info@indiennechicago.com,(312) 291-9427,https://indiennechicago.com/,domain_guess
"Bar Goa",bargoa,restaurant,chicago,,,info@bargoachicago.com,(312) 900-0197,https://bargoachicago.com/,domain_guess
"Mild 2 Spicy – Modern Indian Restaurant",mild2spicymodernindianrestaurant,indian,chicago,,,filler@godaddy.com,(773) 661-6778,https://mild2spicy.net/,website_scrape
"ROOP Chicago Innovative Indian Restaurant & Cocktail Bar",roopchicagoinnovativeindianrestaurantcoc,indian,chicago,,,info@roohchicago.com,(312) 809-6964,https://www.roohchicago.com/,domain_guess
